State,Tenure category,International plan,Voice mail plan,Total day minutes,Total day charge,Total eve minutes,Total eve charge,Total night minutes,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Total national minutes,Total national calls,Total national charge,Avg minutes per call,Avg int minutes per call,Cost per minute,Cost per minute intl,High service calls,Has All Plans,zero_vmail_messages
47.0,2.0,-0.32626281638732346,-0.6308975442317555,0.26118304111047,0.2182540239013265,0.776232189264215,0.8298679187639173,-0.49584448286781907,-0.6922128603741872,0.7909260686395823,-0.6081087155563374,0.9038912843594474,-1.1682376998708544,0.3233576478258288,-1.333453959994897,0.38725268587697975,1.1568421756036904,0.47417335400424837,0.2700537486727137,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
7.0,1.0,-0.32626281638732346,1.5850434181317044,0.7158086613415603,0.6637343983700491,0.26787605056208463,0.3520538524997119,0.54902247160166,0.666529425176066,-1.371680907847403,-0.6081087155563374,-1.6275983258345366,-1.1682376998708544,0.9057849914041407,-1.068574838517818,0.8830990142632775,1.4505277903513698,-0.44051242071112057,0.29511034445504114,-1.4244353916568142,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
15.0,0.0,-0.32626281638732346,-0.6308975442317555,-0.4018126550598699,-0.3385964441845768,1.3049225735144308,1.307681985028123,1.4299887273308287,1.5723576155429013,-1.0112464117662388,1.0443184743241676,-0.36185352073754457,-0.4247872771307412,1.313484131908959,-1.6866261219643357,0.5855912172314989,2.4248301046199616,-0.8978553080688051,-0.7937469860024018,1.3229605556986872,-0.302218288911832,-0.1702170469087926,0.6308975442317555
17.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.07978617406284766,-0.11585625695021545,-2.0705621874677154,-2.0370164788213154,0.016345200695651062,0.21361532999264826,0.07005707647725384,-1.4343223104965899,-0.36185352073754457,-1.1682376998708544,-1.2258990860924808,-0.47995456856875335,-0.9019477679273945,-0.7732519395921553,3.218230678150355,0.25207568784184764,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
10.0,1.0,-0.32626281638732346,-0.6308975442317555,2.0607427878585356,2.000175521776217,1.1829171002259193,1.0687749518960201,-0.1680430853871982,-0.23929876519076942,0.07005707647725384,-0.19500191808621115,-0.36185352073754457,1.0621135683494851,1.8493172880010058,-0.18564443359422106,2.172299468067652,1.5090448113286858,-0.21184097703227833,1.1090398864453963,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
18.0,0.0,-0.32626281638732346,1.5850434181317044,0.09069843352381118,0.10688393028414585,-0.3421513158804719,-0.36466724689659635,-1.4997362626522206,-1.5980410507410225,0.7909260686395823,0.6312116768540413,0.9038912843594474,-1.1682376998708544,-0.992928148661156,0.6678549578319225,-0.4061014395410967,-1.1520176429313769,-0.44051242071112057,0.9800564681273585,0.49874177149203713,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
0.0,2.0,-0.32626281638732346,-0.6308975442317555,1.6629453701563317,1.666065240924675,0.4712185060429368,0.3520538524997119,1.2660880285905183,1.1194435203594837,0.430491572558418,-0.6081087155563374,0.9038912843594474,1.0621135683494851,2.012396944202933,-0.6565406495534727,1.8747916710358732,2.037658073620566,0.32172572488502016,0.41170269870313286,1.023244634168996,-0.302218288911832,-0.1702170469087926,0.6308975442317555
12.0,2.0,-0.32626281638732346,-0.6308975442317555,0.09069843352381118,0.10688393028414585,0.22720755946591417,0.11314681936760913,0.8768238690822809,0.666529425176066,-0.29037741960391034,-1.0212155130264635,-0.36185352073754457,-0.4247872771307412,0.6844626008443822,1.874526511227505,0.2880834201997202,-0.5460690933006486,0.7028447976830906,-0.46942400963484987,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
12.0,0.0,-0.32626281638732346,-0.6308975442317555,-1.784632249929436,-1.7864076612079254,-0.7081677357460058,-0.6035742800286991,-0.45486930818274146,-0.23929876519076942,-0.29037741960391034,-0.19500191808621115,-0.36185352073754457,1.0621135683494851,-1.7617322421845276,-0.6271096360560194,-1.89364042469999,-1.1394328066973514,-0.3261766988716995,-1.268468067120727,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
40.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.09872890823914308,-0.11585625695021545,0.26787605056208463,0.3520538524997119,-0.7416955309782848,-0.6922128603741872,0.07005707647725384,0.21810487938391507,-0.36185352073754457,1.8055639910895982,-0.3289609769818804,0.079234687882858,-0.10859364250931802,-0.36771954789129035,-0.44051242071112057,0.36460541606671876,-0.6551645263972733,3.3088665930860857,-0.1702170469087926,0.6308975442317555
28.0,2.0,-0.32626281638732346,1.5850434181317044,-0.5154690601176425,-0.5613366314189381,1.5082650289952828,1.5465890181602255,-0.7826707056633624,-0.6922128603741872,0.07005707647725384,-1.4343223104965899,-0.36185352073754457,0.3186631456093719,0.10203525726607034,-0.3327995010814872,-0.009424376832058462,0.21865272914555423,3.218230678150355,-0.1604399236300005,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
28.0,2.0,-0.32626281638732346,1.5850434181317044,-0.23132804747321106,-0.22722635056739612,-0.19981159704387538,-0.1257602137644936,-0.1475554980446594,-0.23929876519076942,-0.29037741960391034,0.6312116768540413,-0.36185352073754457,1.8055639910895982,-0.34060952385344667,1.6096473897504258,-0.30693217386383714,-1.098068818716888,-0.6691838643899628,-0.041935438879906535,-0.14231728289091353,3.3088665930860857,-0.1702170469087926,-1.5850434181317044
43.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.7806673385857784,-0.7840768186532994,0.7355636981680446,0.8298679187639173,-0.43438172084020266,-0.23929876519076942,-0.29037741960391034,-0.19500191808621115,-0.36185352073754457,1.0621135683494851,-0.30566388323874794,1.874526511227505,-0.4061014395410967,-1.1796404784065835,-0.3261766988716995,-0.3148169316041291,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
39.0,1.0,-0.32626281638732346,-0.6308975442317555,-1.292121161345755,-1.3409272867392026,0.38988152385059593,0.3520538524997119,0.036832788038189866,0.21361532999264826,-2.092549900009731,3.936066056615051,-1.6275983258345366,-0.4247872771307412,-0.550283367541639,-2.245815378415947,-1.001117033604654,1.1422123034816365,-1.2245287990385798,-1.2127077087858338,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
36.0,0.0,3.0650136937849775,-0.6308975442317555,-0.6480681993517104,-0.6727067250361187,0.16620482282165852,0.11314681936760913,-0.41389413349766385,-0.23929876519076942,1.5117950608019106,2.283638866734546,0.9038912843594474,-1.1682376998708544,-0.5386348206700727,0.46183786334974997,-0.6044399708956159,-0.7252428923052902,-0.7149181531257313,-0.3491176576400257,-0.3254770127146136,-0.302218288911832,-0.1702170469087926,0.6308975442317555
17.0,1.0,-0.32626281638732346,1.5850434181317044,-0.4775835917650516,-0.44996653780175744,-1.5622060487655849,-1.55920241255711,0.036832788038189866,0.21361532999264826,0.07005707647725384,1.87053206926442,-0.36185352073754457,0.3186631456093719,-1.1676563517346494,-1.6277640949694292,-1.001117033604654,0.002955118734006576,-0.847039431695729,-0.11243981693761122,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
49.0,2.0,-0.32626281638732346,1.5850434181317044,0.39378218034453805,0.4409942111356878,1.4675965378991125,1.5465890181602255,0.28268383614865555,0.21361532999264826,-0.6508119156850746,-0.19500191808621115,-0.36185352073754457,-0.4247872771307412,1.2435928506795615,-0.21507544709167428,1.0814375456177967,1.0507699287069618,-0.44051242071112057,0.15373717222366853,0.49874177149203713,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
18.0,0.0,-0.32626281638732346,1.5850434181317044,0.35589671199194717,0.3296241175185072,1.5082650289952828,1.5465890181602255,-0.2090182600722758,-0.23929876519076942,1.5117950608019106,1.87053206926442,0.9038912843594474,-0.4247872771307412,0.9640277257619718,-1.7454881489592422,0.8830990142632775,2.1512099154905924,-0.6437759262034248,0.2086167747951967,-0.3254770127146136,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
3.0,2.0,3.0650136937849775,-0.6308975442317555,-1.0837510854065053,-1.1181870995048413,-1.3995320843809032,-1.3202953794250072,-0.6392575942655907,-0.6922128603741872,0.07005707647725384,1.87053206926442,-0.36185352073754457,2.5490144138297115,-1.831623523413925,0.344113809359937,-1.6953018933454709,-1.6318365258155247,-0.847039431695729,-0.5707246188184861,-0.6551645263972733,3.3088665930860857,-0.1702170469087926,0.6308975442317555
37.0,1.0,-0.32626281638732346,-0.6308975442317555,-1.197407490464278,-1.229557193122022,-0.44382254362089796,-0.36466724689659635,-0.37291895881258624,-0.23929876519076942,1.5117950608019106,-1.0212155130264635,0.9038912843594474,-0.4247872771307412,-1.2026019923493483,0.8738720523140951,-1.2986248306364327,-1.3880301254293055,1.8462020160773016,-0.7837538410723082,-0.3254770127146136,-0.302218288911832,-0.1702170469087926,0.6308975442317555
9.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.629125465175415,-0.6727067250361187,-0.4844910347170684,-0.36466724689659635,0.24170866146357792,0.21361532999264826,-1.0112464117662388,0.21810487938391507,-0.36185352073754457,-0.4247872771307412,-0.5269862737985065,1.109320160293721,-0.7036092365728753,-1.015083928609838,-0.7149181531257313,-0.5895050688356773,1.3229605556986872,-0.302218288911832,-0.1702170469087926,0.6308975442317555
45.0,2.0,3.0650136937849775,-0.6308975442317555,0.7536941296941512,0.7751044919872297,0.5118869971391072,0.5909608856318146,1.1226749171927466,1.1194435203594837,0.7909260686395823,-0.19500191808621115,0.9038912843594474,1.8055639910895982,1.3950239600099226,0.2558207688675774,1.1806068112950563,0.8359921645809207,0.016830466646563895,0.11156904074740578,0.49874177149203713,3.3088665930860857,-0.1702170469087926,0.6308975442317555
11.0,1.0,-0.32626281638732346,-0.6308975442317555,-1.330006629698346,-1.3409272867392026,-1.7248800131502666,-1.7981094456892128,1.9421784108942988,2.025271710726319,-0.6508119156850746,0.6312116768540413,-0.36185352073754457,-1.1682376998708544,-0.7017144768720001,-0.6859716630509259,-1.496963361990952,-0.21804891133244542,-0.7454076789495769,-2.0961868752244732,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
10.0,2.0,3.0650136937849775,-0.6308975442317555,2.0418000536822403,2.000175521776217,1.2032513457740046,1.307681985028123,-0.9670589917462116,-1.145126955557605,0.07005707647725384,-0.6081087155563374,-0.36185352073754457,-0.4247872771307412,1.3950239600099226,-0.3622305145789404,2.0731302023903924,1.283523568296931,0.1692780957657921,1.6252088299011764,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
5.0,2.0,-0.32626281638732346,-0.6308975442317555,-1.2163502246405733,-1.229557193122022,0.491552751591022,0.5909608856318146,-0.9875465790887504,-1.145126955557605,2.9535330451265676,-1.0212155130264635,2.1696360894564397,-0.4247872771307412,-1.0278737892758547,0.4029758363548435,-1.1002862992819136,-1.0590031693354571,2.7608877907926708,-0.621787553182947,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
5.0,0.0,-0.32626281638732346,-0.6308975442317555,0.3748394461682426,0.3296241175185072,-0.11847461485153452,-0.1257602137644936,2.003641172921915,2.025271710726319,1.5117950608019106,-1.0212155130264635,0.9038912843594474,1.8055639910895982,1.3018355850373928,-0.8919887575330985,0.6847604829087585,1.6421401558948556,1.8462020160773016,-0.608620722254043,-0.3254770127146136,3.3088665930860857,-0.1702170469087926,0.6308975442317555
42.0,2.0,3.0650136937849775,-0.6308975442317555,1.8334299777429905,1.8888054281590363,-0.0981403693034493,-0.1257602137644936,0.2007334867785003,0.21361532999264826,-1.0112464117662388,-0.6081087155563374,-1.6275983258345366,-0.4247872771307412,1.1853501163217304,-0.6271096360560194,1.676453139681354,1.320902677054525,-0.28806479159189236,1.2725448359524762,-1.9739145811279146,-0.302218288911832,-0.1702170469087926,0.6308975442317555
40.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.1934425791206202,-0.22722635056739612,1.4472622923510272,1.5465890181602255,-0.618770006923052,-0.6922128603741872,0.07005707647725384,-1.0212155130264635,-0.36185352073754457,-1.1682376998708544,0.35830328844052756,-1.45117801398471,0.2880834201997202,1.292193661835399,0.9315162413619329,0.021136645329839176,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
45.0,1.0,-0.32626281638732346,-0.6308975442317555,-0.7996100727620739,-0.7840768186532994,1.7522759755723054,1.7854960512923284,-0.6802327689506683,-0.6922128603741872,1.5117950608019106,-0.6081087155563374,0.9038912843594474,0.3186631456093719,0.1253323510092028,-1.8043501759541485,-0.10859364250931802,1.396217823835822,0.7790686122427048,-0.3969683196763851,-0.3254770127146136,-0.302218288911832,-0.1702170469087926,0.6308975442317555
30.0,0.0,-0.32626281638732346,1.5850434181317044,1.416689825864491,1.4433250536903137,0.5728897337833628,0.5909608856318146,-2.093876295585846,-2.05095514592444,1.1513605647207465,1.0443184743241676,0.9038912843594474,2.5490144138297115,0.008846882293540437,0.22638975537012412,1.0814375456177967,-0.19235330396877892,-0.5058471189050755,2.2208057890816075,0.054931656919225635,3.3088665930860857,-0.1702170469087926,-1.5850434181317044
23.0,0.0,-0.32626281638732346,1.5850434181317044,1.0946633448674687,1.1092147728387718,-0.5048252802651536,-0.6035742800286991,0.2007334867785003,0.21361532999264826,-0.29037741960391034,-0.6081087155563374,-0.36185352073754457,1.0621135683494851,0.4980858508993224,0.22638975537012412,0.783929748586018,0.1776252802749009,0.016830466646563895,0.7504991625356087,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
2.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.004015237357665947,-0.004486163333034804,0.20687331391782895,0.11314681936760913,1.5529142513860614,1.5723576155429013,-0.29037741960391034,0.6312116768540413,-0.36185352073754457,0.3186631456093719,0.9989733663766706,-1.9515052434414146,0.38725268587697975,2.4089409747489925,-0.6691838643899628,-0.7265599920438381,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
44.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.004015237357665947,-0.004486163333034804,-0.07780612375536408,-0.1257602137644936,-0.290968609442431,-0.23929876519076942,0.07005707647725384,2.283638866734546,-0.36185352073754457,-0.4247872771307412,-0.21247550826621805,2.0805436057096776,-0.10859364250931802,-1.198907799107918,-0.8978553080688051,0.15923565324006678,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
39.0,2.0,-0.32626281638732346,-0.6308975442317555,0.20435483858158376,0.2182540239013265,-0.44382254362089796,-0.36466724689659635,-0.7826707056633624,-0.6922128603741872,1.1513605647207465,0.21810487938391507,0.9038912843594474,-0.4247872771307412,-0.5735804612847714,-0.6271096360560194,-0.10859364250931802,-0.14751889625193126,-0.16610668829650985,0.8211075247196978,0.054931656919225635,-0.302218288911832,-0.1702170469087926,0.6308975442317555
11.0,2.0,-0.32626281638732346,1.5850434181317044,-1.3110638955220504,-1.3409272867392026,-0.3624855614285571,-0.36466724689659635,-0.35243137147004744,-0.23929876519076942,0.430491572558418,1.4574252717942937,-0.36185352073754457,0.3186631456093719,-1.2142505392209144,-0.9802817980254582,-1.3977940963136923,-0.4747696300902255,-0.7263517253096734,-1.0094095726937269,-1.0747668165388409,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
0.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.4775835917650516,-0.44996653780175744,-2.151899169660056,-2.0370164788213154,1.7782777121539883,1.5723576155429013,0.07005707647725384,1.0443184743241676,-0.36185352073754457,-0.4247872771307412,-0.5153377269269402,0.46183786334974997,-0.9019477679273945,-0.7080708905049511,-0.7018512134869402,-1.04873095131211,-0.6551645263972733,-0.302218288911832,-0.1702170469087926,0.6308975442317555
12.0,0.0,-0.32626281638732346,1.5850434181317044,-1.6330903765190727,-1.6750375675907447,-0.13880886039961973,-0.1257602137644936,-1.1514472778290608,-1.145126955557605,2.5930985490454033,0.21810487938391507,2.1696360894564397,-0.4247872771307412,-1.7384351484413951,-0.21507544709167428,-1.7944711590227305,-1.3197868249453744,0.19976762158963765,-1.0410657030862278,0.1593575662304751,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
0.0,2.0,-0.32626281638732346,-0.6308975442317555,-1.7656895157531407,-1.7864076612079254,-1.867219731986863,-1.7981094456892128,0.07780796272326748,0.21361532999264826,1.1513605647207465,-0.6081087155563374,0.9038912843594474,-0.4247872771307412,-2.1111886483315145,-0.9802817980254582,-2.290317487409028,-1.2572212177416522,0.6266209831234764,-1.7046296789016475,0.054931656919225635,-0.302218288911832,-0.1702170469087926,0.6308975442317555
41.0,2.0,-0.32626281638732346,1.5850434181317044,0.43166764869712887,0.4409942111356878,-1.663877276506011,-1.55920241255711,0.6924355829994316,0.666529425176066,-0.29037741960391034,1.87053206926442,-0.36185352073754457,0.3186631456093719,-0.29401533636718175,0.8444410388166419,-0.10859364250931802,-0.7328893915872047,-0.8978553080688051,0.30221600977840557,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
17.0,1.0,-0.32626281638732346,-0.6308975442317555,1.0378351423385825,0.997844679221591,-0.0981403693034493,-0.1257602137644936,1.0816997425076689,1.1194435203594837,-0.6508119156850746,1.4574252717942937,-0.36185352073754457,0.3186631456093719,1.1969986631932965,-0.5093855820662065,1.0814375456177967,1.2368858575769708,-0.8978553080688051,0.22007368513118797,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
5.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.8753810094672556,-0.89544691227048,-0.4031540525247275,-0.36466724689659635,-1.8070500727903027,-1.5980410507410225,-0.6508119156850746,-0.19500191808621115,-0.36185352073754457,-1.1682376998708544,-1.7966778827992262,-0.18564443359422106,-1.2986248306364327,-1.3794727976304721,-0.44051242071112057,0.4609922914200268,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
26.0,2.0,-0.32626281638732346,-0.6308975442317555,0.35589671199194717,0.3296241175185072,-0.8911759456787728,-0.8424813131608018,-0.37291895881258624,-0.23929876519076942,-0.29037741960391034,-0.6081087155563374,-0.36185352073754457,1.0621135683494851,-0.503689180055374,0.6678549578319225,-0.10859364250931802,-0.7992207266866292,0.016830466646563895,0.6870282806537105,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
13.0,0.0,-0.32626281638732346,-0.6308975442317555,-0.8564382752909602,-0.89544691227048,-1.1555211378038805,-1.0813883462929046,0.4670721222315048,0.666529425176066,1.872229556883075,-1.4343223104965899,2.1696360894564397,-0.4247872771307412,-0.9230368674317585,-1.1568678790101776,-1.1002862992819136,-0.1039256547516254,5.504945114938778,-0.8114148662388058,0.8833772041218073,-0.302218288911832,-0.1702170469087926,0.6308975442317555
5.0,2.0,-0.32626281638732346,-0.6308975442317555,0.46955311704971975,0.4409942111356878,-0.7691704723902615,-0.8424813131608018,-0.926083817061134,-1.145126955557605,1.1513605647207465,-1.4343223104965899,0.9038912843594474,1.0621135683494851,-0.6784173831288676,0.5795619173395629,-0.20776290818657758,-0.8841912339696834,4.590259340223408,0.8023750012483808,0.054931656919225635,-0.302218288911832,-0.1702170469087926,0.6308975442317555
20.0,1.0,-0.32626281638732346,-0.6308975442317555,-0.15555711076802936,-0.11585625695021545,-1.8265512408906928,-1.7981094456892128,-0.10658032335958177,-0.23929876519076942,0.430491572558418,-0.19500191808621115,0.9038912843594474,0.3186631456093719,-1.2026019923493483,-0.8331267305381921,-0.9019477679273945,-0.5535228743018948,-0.09750525519285723,0.20413991487399033,1.023244634168996,-0.302218288911832,-0.1702170469087926,0.6308975442317555
0.0,1.0,-0.32626281638732346,-0.6308975442317555,1.6061171676274453,1.666065240924675,1.6506047478318793,1.5465890181602255,-0.7007203562932072,-0.6922128603741872,-0.6508119156850746,-0.19500191808621115,-0.36185352073754457,-0.4247872771307412,1.5348065224687175,-2.1869533514210406,1.9739609367131328,3.234119239614594,-0.44051242071112057,1.244137771872309,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
2.0,2.0,-0.32626281638732346,-0.6308975442317555,1.3977470916881958,1.4433250536903137,-1.6842115220540963,-1.55920241255711,0.9792618057949749,1.1194435203594837,1.5117950608019106,-1.0212155130264635,0.9038912843594474,-1.1682376998708544,0.45149166341305746,0.9033030658115484,0.8830990142632775,-0.23589272015513071,1.8462020160773016,1.0177935099818645,-0.3254770127146136,-0.302218288911832,-0.1702170469087926,0.6308975442317555
39.0,0.0,-0.32626281638732346,-0.6308975442317555,-0.23132804747321106,-0.22722635056739612,0.22720755946591417,0.11314681936760913,-0.9670589917462116,-1.145126955557605,0.07005707647725384,0.6312116768540413,-0.36185352073754457,1.8055639910895982,-0.5619319144132051,-0.5976786225585663,-0.4061014395410967,-0.15623634693546776,-0.5929600498303487,0.13437340668569234,-0.6551645263972733,3.3088665930860857,-0.1702170469087926,0.6308975442317555
44.0,1.0,-0.32626281638732346,-0.6308975442317555,1.4924607625696729,1.4433250536903137,-0.7895047179383466,-0.8424813131608018,0.5080472969165823,0.666529425176066,0.430491572558418,0.21810487938391507,0.9038912843594474,-0.4247872771307412,0.7543538820737796,0.6384239443344694,1.0814375456177967,0.12477119681151766,-0.3490438432395836,0.8913703537931542,1.023244634168996,-0.302218288911832,-0.1702170469087926,0.6308975442317555
20.0,2.0,-0.32626281638732346,1.5850434181317044,0.35589671199194717,0.3296241175185072,-0.4641567891689832,-0.36466724689659635,-0.41389413349766385,-0.23929876519076942,-1.371680907847403,0.6312116768540413,-1.6275983258345366,-0.4247872771307412,-0.2823667894956155,-1.068574838517818,0.0897448888452011,0.4022551349942768,-0.8978553080688051,0.7052067478449501,-1.4244353916568142,-0.302218288911832,-0.1702170469087926,-1.5850434181317044
47.0,0.0,-0.32626281638732346,-0.6308975442317555,1.1514915473963552,1.1092147728387718,-0.4031540525247275,-0.36466724689659635,-1.3768107385969877,-1.145126955557605,-0.6508119156850746,0.6312116768540413,-0.36185352073754457,1.0621135683494851,-0.30566388323874794,0.8150100253191886,0.5855912172314989,-0.7272323315382565,-0.7454076789495769,1.8110303913182857,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
46.0,2.0,-0.32626281638732346,-0.6308975442317555,-0.4775835917650516,-0.44996653780175744,0.8982376625527263,0.8298679187639173,-0.8441334676909787,-0.6922128603741872,0.7909260686395823,-0.19500191808621115,0.9038912843594474,-1.1682376998708544,-0.259069695752483,-2.2163843649184938,-0.20776290818657758,1.4150372520850318,0.016830466646563895,0.029440570240756938,0.49874177149203713,-0.302218288911832,-0.1702170469087926,0.6308975442317555
17.0,2.0,-0.32626281638732346,-0.6308975442317555,0.22329757275787918,0.2182540239013265,0.10520208617740287,0.11314681936760913,0.2007334867785003,0.21361532999264826,-0.29037741960391034,-0.6081087155563374,-0.36185352073754457,0.3186631456093719,0.3117091009542626,1.3447682682733468,0.2880834201997202,-0.5496020993243608,0.016830466646563895,0.09491733789642957,-0.14231728289091353,-0.302218288911832,-0.1702170469087926,0.6308975442317555
